issue,draw_time,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
115000268,2026/01/02,17,21,23,24,25,27,28,29,30,32,38,42,46,53,57,58,70,74,77,78
115000269,2026/01/02,1,4,8,14,15,16,17,24,25,27,29,37,44,56,57,66,67,70,75,76
115000270,2026/01/02,4,8,10,19,29,37,38,39,43,46,48,58,60,63,65,66,67,76,79,80
115000271,2026/01/02,1,5,6,12,17,21,26,28,34,37,40,42,44,49,52,56,59,60,74,75
115000272,2026/01/02,8,9,15,17,21,24,25,26,29,30,36,41,42,52,54,56,58,59,60,74
115000273,2026/01/02,8,11,16,18,27,29,30,31,32,39,44,51,54,61,67,72,74,76,79,80
115000274,2026/01/02,11,13,18,21,22,23,24,27,28,34,36,38,39,45,57,59,62,73,74,78
115000275,2026/01/02,4,5,8,13,17,23,29,34,54,58,60,64,65,67,68,69,70,73,75,78
115000276,2026/01/02,5,8,10,17,20,21,24,25,26,32,34,46,51,54,56,59,60,63,64,68
115000277,2026/01/02,5,7,15,17,22,24,25,32,35,40,41,42,46,47,48,50,52,55,63,79
115000278,2026/01/02,4,7,13,20,22,24,25,26,29,36,38,44,47,49,51,65,68,72,73,74
115000279,2026/01/02,9,10,15,19,21,27,29,33,39,43,44,48,51,52,57,60,62,64,71,73
115000280,2026/01/02,7,8,9,11,13,14,22,26,29,30,32,40,46,53,56,62,68,74,75,76
115000281,2026/01/02,3,5,13,14,23,24,27,33,34,35,38,41,43,50,53,64,66,72,74,80
115000282,2026/01/02,1,9,10,14,18,21,22,31,32,35,43,44,46,47,53,60,74,75,76,77
115000283,2026/01/02,5,10,15,17,22,23,25,28,35,37,38,42,46,49,56,59,64,69,74,77
115000284,2026/01/02,3,4,6,18,19,21,28,39,41,43,46,50,51,54,57,59,62,66,70,78
115000285,2026/01/02,7,9,11,14,16,18,22,23,24,28,40,49,51,56,63,64,65,66,71,75
115000286,2026/01/02,2,3,9,10,12,16,20,21,28,36,37,41,44,48,58,59,62,67,68,78
115000287,2026/01/02,2,10,14,17,21,33,36,40,44,45,49,57,58,59,60,61,67,69,71,72
115000288,2026/01/02,6,7,14,18,22,27,31,32,33,37,38,40,41,42,43,45,54,69,75,78
115000289,2026/01/02,2,12,14,16,22,30,37,39,41,45,47,54,58,62,65,70,71,72,74,75
115000290,2026/01/02,1,10,16,17,25,35,36,39,45,49,53,63,64,65,66,68,73,74,79,80
115000291,2026/01/02,6,10,18,21,23,25,28,29,32,34,37,41,47,61,65,67,72,74,75,78
115000292,2026/01/02,1,3,10,12,14,18,23,27,31,32,36,44,50,63,65,66,67,68,75,77
115000293,2026/01/02,6,12,20,21,22,24,28,30,33,37,52,55,58,59,62,63,65,70,74,76
115000294,2026/01/02,1,12,13,16,18,22,23,31,34,35,38,40,43,53,55,64,69,70,71,78
115000295,2026/01/02,7,12,13,14,15,16,17,18,31,32,33,36,37,39,41,46,67,71,72,76
115000296,2026/01/02,3,7,10,12,16,20,21,23,24,29,33,34,37,38,39,51,54,59,66,74
115000297,2026/01/02,1,2,8,9,19,28,32,38,39,43,53,57,63,64,66,67,68,73,74,75
115000298,2026/01/02,3,5,10,13,15,20,22,23,25,29,32,33,35,53,54,66,67,70,73,80
115000299,2026/01/02,3,14,15,20,25,28,29,33,43,44,47,51,58,62,63,65,71,74,75,77
115000300,2026/01/02,6,7,12,14,17,24,27,35,40,50,53,57,63,65,67,69,71,75,77,78
115000301,2026/01/02,2,5,13,15,18,22,28,31,39,42,50,53,54,55,58,68,70,72,78,79
115000302,2026/01/02,1,2,7,9,11,13,14,16,28,32,34,43,45,46,47,65,67,68,69,77
115000303,2026/01/02,3,5,7,15,20,22,28,36,37,40,45,48,60,65,66,67,69,70,73,77
115000304,2026/01/02,3,4,7,11,13,16,19,25,36,43,44,50,56,57,60,65,74,75,76,78
115000305,2026/01/02,2,5,9,15,21,25,28,33,35,40,51,52,54,60,61,65,66,71,75,77
115000306,2026/01/02,2,3,12,14,20,21,22,31,33,36,39,51,57,58,60,66,69,73,76,79
115000307,2026/01/02,7,9,10,12,17,25,27,35,36,47,49,51,56,57,64,65,71,76,77,78
115000308,2026/01/02,1,5,15,20,26,27,31,43,45,50,51,58,60,62,65,66,67,69,70,76
115000309,2026/01/02,2,4,5,10,13,15,18,19,20,21,29,31,48,50,65,69,71,74,78,80
115000310,2026/01/02,2,3,5,10,20,23,25,31,42,46,47,48,49,53,62,66,68,73,74,80
115000311,2026/01/02,4,8,14,16,18,19,23,27,28,31,34,37,38,40,42,46,57,59,61,74
115000312,2026/01/02,3,4,10,11,12,17,19,25,26,29,33,36,43,46,52,53,61,62,73,76
115000313,2026/01/02,1,3,14,19,21,26,38,41,45,53,57,59,63,67,68,69,75,76,77,79
115000314,2026/01/02,3,4,12,16,17,21,27,32,35,43,44,45,46,48,50,68,69,70,71,73
115000315,2026/01/02,10,11,14,20,21,28,33,35,43,46,51,53,55,56,63,64,65,66,75,80
115000316,2026/01/02,1,8,12,20,29,31,35,36,39,43,46,47,48,50,53,55,62,65,75,76
115000317,2026/01/02,1,5,16,17,19,21,23,26,28,30,33,36,40,52,57,58,66,68,70,72
115000318,2026/01/02,2,4,5,17,19,22,24,30,38,42,44,45,46,47,51,53,55,62,63,78
115000319,2026/01/02,1,12,17,20,22,27,36,37,41,44,53,58,61,62,63,65,67,76,79,80
115000320,2026/01/02,2,3,4,7,9,10,12,15,17,30,33,35,36,39,42,52,54,58,76,80
115000321,2026/01/02,1,2,4,12,16,19,24,26,27,29,37,39,41,43,49,50,52,56,58,76
115000322,2026/01/02,4,6,8,9,17,18,20,21,24,36,39,45,50,52,53,67,71,78,79,80
115000323,2026/01/02,4,9,10,14,15,23,26,29,38,41,44,46,47,54,57,62,72,73,78,80
115000324,2026/01/02,1,4,5,7,10,11,21,24,29,31,32,34,43,45,46,50,51,57,63,75
115000325,2026/01/02,13,17,18,19,26,30,40,43,45,46,47,48,52,57,58,63,66,72,73,74
115000326,2026/01/02,1,9,10,11,17,21,24,27,30,31,35,39,43,45,49,55,58,62,67,78
115000327,2026/01/02,6,7,9,15,19,32,35,37,39,41,42,56,63,64,65,69,70,74,75,77
115000328,2026/01/02,9,14,20,21,25,27,34,38,48,51,53,54,56,57,63,64,65,68,70,71
115000329,2026/01/02,7,8,9,12,19,20,26,28,34,35,39,44,48,53,59,65,67,68,74,75
115000330,2026/01/02,3,6,12,13,16,23,37,43,44,46,47,48,54,57,64,65,66,70,72,76
115000331,2026/01/02,2,9,13,14,19,20,22,24,25,31,33,35,36,39,43,53,55,57,59,80
115000332,2026/01/02,3,5,6,13,21,23,25,29,36,39,40,41,45,49,50,54,59,62,71,76
115000333,2026/01/02,1,2,13,17,25,26,27,29,30,32,51,52,56,63,64,66,68,71,72,80
115000334,2026/01/02,6,7,8,11,14,16,19,21,26,33,35,39,41,42,46,47,53,55,57,69
115000335,2026/01/02,1,4,10,12,16,17,23,24,27,29,37,49,50,52,56,66,70,74,77,78
115000336,2026/01/02,12,13,15,20,21,23,25,41,42,43,46,47,62,63,66,68,70,71,79,80
115000337,2026/01/02,1,6,7,12,13,17,28,44,52,53,54,56,59,60,61,65,66,76,77,80
115000338,2026/01/02,4,6,8,17,22,25,36,44,46,49,56,57,58,63,66,68,70,72,74,79
115000339,2026/01/02,2,4,8,11,13,15,24,41,44,50,53,56,58,59,60,62,75,76,77,79
115000340,2026/01/02,6,11,13,14,16,17,18,22,46,49,52,54,56,60,61,63,64,69,71,80
115000341,2026/01/02,2,4,5,10,15,16,18,23,32,41,46,55,56,58,59,62,70,73,78,80
115000342,2026/01/02,9,12,20,22,24,29,32,37,40,41,45,46,54,55,56,57,58,63,71,73
115000343,2026/01/02,1,5,8,10,11,13,15,18,27,32,33,35,37,43,46,55,60,61,77,78
115000344,2026/01/02,2,9,10,11,14,15,18,20,26,30,34,36,41,44,47,62,70,72,74,79
115000345,2026/01/02,12,14,15,16,17,19,20,22,26,28,30,32,36,41,45,48,50,69,77,78
115000346,2026/01/02,3,4,5,9,10,11,14,16,17,20,26,31,33,34,47,48,54,61,70,71
115000347,2026/01/02,3,4,13,17,18,19,20,21,22,27,28,34,48,56,57,62,67,68,72,78
115000348,2026/01/02,2,7,8,16,17,18,32,38,44,46,49,51,53,55,59,62,64,70,78,79
115000349,2026/01/02,16,20,23,25,29,31,32,35,36,37,38,41,44,47,68,69,72,74,76,80
115000350,2026/01/02,3,4,6,7,16,21,27,31,33,37,38,43,44,45,46,56,58,61,65,75
115000351,2026/01/02,2,11,16,29,30,33,35,36,37,39,47,50,51,52,55,58,67,78,79,80
115000352,2026/01/02,6,8,12,13,21,25,26,33,37,46,51,53,55,56,58,60,63,68,79,80
115000353,2026/01/02,2,5,13,16,17,24,26,43,45,46,56,57,58,59,60,64,65,66,72,76
115000354,2026/01/02,2,3,4,10,15,20,23,32,33,40,48,64,67,68,70,73,76,77,78,79
115000355,2026/01/02,3,4,6,15,19,20,23,26,27,31,37,41,47,57,67,68,69,70,75,77
115000356,2026/01/02,4,7,8,18,21,22,30,32,34,42,46,54,56,57,60,61,63,75,78,79
115000357,2026/01/02,3,13,14,16,18,21,32,35,39,41,43,53,57,59,60,62,65,70,78,80
115000358,2026/01/02,2,15,21,23,30,36,38,39,46,48,49,51,59,60,68,71,73,76,78,80
115000359,2026/01/02,4,9,12,14,19,20,25,32,33,34,37,41,45,49,54,55,65,66,68,74
115000360,2026/01/02,1,3,6,7,12,26,30,33,37,39,47,58,60,63,66,70,71,74,78,80
115000361,2026/01/02,7,13,20,23,27,28,30,31,32,41,44,46,50,56,59,65,66,70,73,76
115000362,2026/01/02,7,8,16,17,18,20,22,31,34,39,40,45,54,56,57,59,62,69,71,79
115000363,2026/01/02,4,9,10,21,22,24,25,28,35,37,38,48,49,51,57,58,61,63,65,69
115000364,2026/01/02,2,3,8,10,15,16,19,24,29,30,33,35,40,42,44,45,47,51,52,74
115000365,2026/01/02,3,7,9,10,22,23,26,30,32,33,38,44,45,51,52,55,62,68,76,78
115000366,2026/01/02,1,2,19,24,25,28,32,34,38,44,46,47,50,53,54,55,62,67,73,77
115000367,2026/01/02,6,8,11,12,16,24,26,27,30,31,34,38,39,48,56,73,75,78,79,80
115000368,2026/01/02,9,13,15,17,24,29,31,32,34,37,45,56,58,61,62,65,66,76,77,80
115000369,2026/01/02,1,13,16,17,29,30,31,34,36,40,42,54,58,59,64,65,68,73,75,78
115000370,2026/01/02,4,5,8,16,19,20,29,30,33,36,42,51,57,60,64,66,69,70,73,76
115000371,2026/01/02,10,11,15,23,24,27,29,30,44,46,47,48,50,57,58,62,65,68,69,77
115000372,2026/01/02,3,4,11,18,20,22,27,35,39,40,43,52,58,64,65,69,75,76,77,79
115000373,2026/01/02,1,4,17,21,28,29,34,43,44,45,49,50,55,62,63,64,73,74,78,80
115000374,2026/01/02,2,4,5,8,9,16,25,26,28,30,31,37,50,51,52,61,63,66,79,80
115000375,2026/01/02,7,13,15,20,22,27,34,41,44,45,55,57,59,63,64,67,70,74,76,77
115000376,2026/01/02,1,2,7,8,11,12,22,34,36,41,42,44,50,53,55,63,66,68,69,70
115000377,2026/01/02,3,6,8,10,17,19,23,31,35,36,40,43,49,50,54,56,58,63,68,75
115000378,2026/01/02,6,12,16,19,22,23,27,34,35,48,49,50,53,62,64,65,66,68,71,78
115000379,2026/01/02,13,16,17,19,26,27,30,36,39,41,46,51,55,64,67,70,75,77,79,80
115000380,2026/01/02,1,9,10,12,24,27,31,33,38,43,47,48,50,51,54,56,60,67,76,77
115000381,2026/01/02,4,6,7,10,15,17,22,23,25,26,33,34,40,49,51,54,60,66,70,73
115000382,2026/01/02,2,5,7,11,19,20,21,22,35,39,40,41,44,46,49,50,52,55,62,75
115000383,2026/01/02,3,12,14,23,24,27,29,34,40,44,45,46,47,52,54,59,64,65,78,80
115000384,2026/01/02,3,4,7,22,26,27,35,36,39,41,42,43,46,47,48,50,62,63,74,75
115000385,2026/01/02,7,10,11,13,16,26,33,37,43,44,45,46,47,48,55,57,65,69,75,76
115000386,2026/01/02,2,10,17,27,30,33,36,37,38,40,41,50,54,60,63,69,72,73,78,79
115000387,2026/01/02,2,4,13,15,17,29,34,40,41,48,50,51,54,56,58,61,68,69,74,76
115000388,2026/01/02,7,8,9,13,14,18,19,21,22,33,35,43,54,60,62,66,72,75,77,80
115000389,2026/01/02,3,12,14,20,24,29,39,40,45,47,48,49,50,56,60,61,64,66,76,77
115000390,2026/01/02,6,8,11,13,14,15,24,33,37,38,48,55,56,57,58,59,65,67,72,74
115000391,2026/01/02,5,10,18,21,28,34,35,37,38,39,46,48,53,55,58,61,62,67,69,79
115000392,2026/01/02,1,2,4,5,8,13,14,19,22,25,34,43,50,55,60,69,70,72,76,80
115000393,2026/01/02,3,6,8,13,19,30,31,33,38,41,45,46,47,50,51,59,61,64,66,77
115000394,2026/01/02,3,5,6,14,15,21,24,25,27,32,36,44,47,48,51,52,55,65,74,77
115000395,2026/01/02,1,3,5,7,11,13,18,19,32,33,34,39,41,49,58,72,73,75,78,80
115000396,2026/01/02,1,2,10,21,22,25,26,30,31,35,36,43,47,48,50,58,60,62,66,75
115000397,2026/01/02,4,5,6,7,10,13,20,22,23,25,33,40,45,50,56,71,73,74,79,80
115000398,2026/01/02,1,2,10,20,23,30,32,35,43,44,50,54,57,58,59,62,64,72,73,80
115000399,2026/01/02,1,3,6,13,14,17,19,26,28,31,32,37,39,40,41,56,67,68,76,79
115000400,2026/01/02,5,7,9,12,15,17,19,23,24,31,38,40,45,47,61,62,63,67,77,80
115000401,2026/01/02,1,4,5,13,15,23,24,30,33,36,39,44,46,53,55,58,59,63,65,68
115000402,2026/01/02,4,6,7,8,15,16,19,26,27,31,40,44,45,47,50,52,60,65,70,80
115000403,2026/01/02,3,4,7,11,13,14,15,17,18,27,38,40,41,44,49,61,67,77,78,79
115000404,2026/01/02,1,4,6,8,16,19,20,21,24,28,30,49,52,58,63,64,65,71,73,77
115000405,2026/01/02,3,7,8,12,16,17,29,31,33,34,38,48,50,57,66,69,71,73,74,75
115000406,2026/01/02,4,6,12,16,23,24,26,29,31,36,38,40,45,55,60,61,69,74,75,80
115000407,2026/01/03,3,4,15,16,22,27,38,40,43,44,47,51,55,57,60,65,67,72,74,78
115000408,2026/01/03,9,10,15,20,22,26,34,36,39,45,48,49,50,53,60,61,63,66,69,76
115000409,2026/01/03,12,13,16,21,23,25,29,32,33,34,37,40,43,49,53,55,58,59,68,78
115000410,2026/01/03,1,5,7,9,18,22,27,31,33,37,45,51,53,55,57,63,64,67,77,78
115000411,2026/01/03,3,6,8,13,15,22,28,34,35,36,38,41,46,48,53,61,67,71,73,78
115000412,2026/01/03,7,11,12,13,16,17,32,36,40,41,42,43,44,51,53,54,59,65,66,78
115000413,2026/01/03,3,8,15,19,21,22,34,36,38,40,42,43,46,47,59,62,67,76,77,80
115000414,2026/01/03,1,5,7,8,16,18,20,27,29,34,36,40,45,46,51,56,57,69,79,80
115000415,2026/01/03,7,19,20,22,24,25,26,30,31,34,35,46,47,49,51,56,58,61,62,68
115000416,2026/01/03,2,4,11,14,21,26,28,30,36,41,44,47,48,51,53,54,58,63,65,70
115000417,2026/01/03,1,3,4,7,15,20,21,24,25,28,29,33,35,36,43,61,62,70,72,77
115000418,2026/01/03,2,3,7,12,14,16,18,19,21,22,25,27,43,48,53,56,60,67,71,78
115000419,2026/01/03,6,8,12,14,15,18,21,27,31,32,34,49,55,58,59,63,64,65,67,72
115000420,2026/01/03,7,8,10,12,14,15,17,28,31,37,38,41,47,55,61,70,71,75,76,79
115000421,2026/01/03,6,8,9,16,17,20,24,29,35,39,45,52,56,58,59,66,69,76,78,80
115000422,2026/01/03,1,3,9,14,20,21,30,35,37,40,41,42,46,49,51,53,61,62,72,79
115000423,2026/01/03,3,6,7,12,15,30,32,33,34,37,38,41,49,57,62,65,68,69,75,78
115000424,2026/01/03,2,6,7,11,14,15,18,19,20,34,38,46,47,48,50,63,70,71,73,74
115000425,2026/01/03,2,7,8,13,16,22,41,45,49,51,53,58,59,60,61,62,68,73,75,80
115000426,2026/01/03,1,11,21,22,23,25,28,30,31,39,40,43,47,50,57,69,70,71,78,79
115000427,2026/01/03,2,7,11,15,20,22,23,30,43,44,45,51,53,55,61,64,72,74,76,79
115000428,2026/01/03,2,9,11,13,16,17,24,30,32,33,36,38,43,47,52,62,69,71,78,79
115000429,2026/01/03,11,15,18,19,24,26,27,28,38,42,43,44,45,46,53,60,62,66,67,77
115000430,2026/01/03,3,4,5,10,15,17,21,22,24,25,27,29,32,35,41,45,50,56,66,68
115000431,2026/01/03,3,10,12,16,20,21,29,35,46,50,53,55,57,58,63,66,68,71,74,80
115000432,2026/01/03,1,5,8,9,11,15,17,21,27,28,30,32,33,38,55,56,66,69,75,80
115000433,2026/01/03,3,4,5,11,12,21,23,31,35,39,48,49,50,55,65,68,69,72,74,77
115000434,2026/01/03,3,4,5,10,12,22,30,34,42,45,47,48,51,59,69,70,71,72,77,78
115000435,2026/01/03,5,6,10,12,14,16,25,29,34,39,45,46,52,53,57,60,64,67,77,79
115000436,2026/01/03,2,10,14,16,17,19,25,26,31,33,36,37,41,47,50,55,59,67,68,73
115000437,2026/01/03,1,2,3,12,15,18,27,53,59,60,61,62,64,66,67,69,70,75,76,77
115000438,2026/01/03,4,5,14,21,25,26,29,32,40,43,48,49,53,62,64,66,69,73,74,77
115000439,2026/01/03,2,3,19,24,27,28,36,42,46,49,50,53,59,62,63,65,66,71,75,79
115000440,2026/01/03,3,9,19,20,22,28,33,34,36,37,41,44,49,51,60,64,69,76,78,80
115000441,2026/01/03,3,4,6,7,8,9,11,18,32,39,40,53,54,59,62,67,69,71,76,78
115000442,2026/01/03,1,7,9,10,15,21,23,26,31,41,44,47,48,64,66,68,69,74,75,77
115000443,2026/01/03,4,8,10,11,22,28,30,33,34,36,38,39,45,54,58,62,63,72,73,80
115000444,2026/01/03,6,10,11,14,16,22,26,33,36,37,47,51,53,56,59,61,69,70,73,75
115000445,2026/01/03,2,3,4,7,10,15,16,18,19,27,37,39,45,48,49,53,65,77,78,80
115000446,2026/01/03,1,3,15,20,22,24,25,32,36,38,40,42,45,50,52,64,71,75,77,78
115000447,2026/01/03,12,13,14,15,21,22,25,34,35,39,45,47,50,53,61,63,64,66,70,78
115000448,2026/01/03,4,5,8,13,18,19,24,31,33,34,40,42,45,49,52,56,63,64,73,77
115000449,2026/01/03,6,7,9,18,19,21,26,32,39,46,47,53,54,57,63,66,68,69,74,75
115000450,2026/01/03,1,3,8,11,13,14,21,30,31,33,39,41,45,50,53,60,69,71,75,77
115000451,2026/01/03,1,2,5,12,17,18,22,25,36,46,47,48,52,53,55,57,59,65,75,80
115000452,2026/01/03,2,6,10,22,31,37,41,49,52,53,55,65,67,69,70,72,73,74,75,80
115000453,2026/01/03,1,15,16,19,24,25,26,34,36,37,40,45,58,59,66,67,68,71,76,77
115000454,2026/01/03,4,13,14,16,18,20,25,27,34,36,38,42,62,64,65,66,69,73,75,77
115000455,2026/01/03,5,6,15,16,20,23,24,25,26,27,29,38,39,55,59,64,65,68,71,80
115000456,2026/01/03,3,5,10,13,21,23,24,26,27,28,29,31,39,40,48,54,57,62,67,80
115000457,2026/01/03,3,13,16,24,29,32,37,39,40,49,50,51,53,54,67,68,72,76,78,79
115000458,2026/01/03,1,6,10,11,17,20,21,23,26,28,33,42,43,45,47,52,56,61,71,78
115000459,2026/01/03,3,4,7,8,11,12,15,17,20,21,37,38,42,44,51,55,57,73,79,80
115000460,2026/01/03,3,5,8,18,19,28,32,33,45,47,48,50,54,60,65,68,70,75,77,79
115000461,2026/01/03,6,9,10,16,21,23,24,28,30,34,36,39,48,53,58,63,64,75,78,80
115000462,2026/01/03,11,20,22,24,26,30,33,38,42,48,51,52,56,59,61,65,72,73,78,80
115000463,2026/01/03,3,7,10,11,12,13,16,20,21,29,31,33,39,42,45,46,49,55,59,63
115000464,2026/01/03,2,3,4,9,17,19,20,23,30,31,36,40,45,51,55,56,61,65,67,76
115000465,2026/01/03,3,12,13,15,18,26,28,34,36,39,42,45,46,51,53,57,58,62,75,77
115000466,2026/01/03,1,4,7,10,12,16,25,26,36,38,42,52,53,56,57,59,61,69,76,77
115000467,2026/01/03,1,3,7,11,17,18,19,25,35,40,42,45,50,51,52,54,59,64,66,74
115000468,2026/01/03,3,6,7,12,21,24,25,30,33,40,47,48,52,61,62,68,71,72,73,75
115000469,2026/01/03,6,11,12,13,18,19,22,30,38,39,43,44,45,49,50,51,58,75,76,77
115000470,2026/01/03,4,6,7,9,11,15,19,23,24,27,32,48,50,57,58,66,70,71,74,77
115000471,2026/01/03,2,8,11,14,17,18,26,32,36,37,39,40,42,45,55,57,67,70,74,78
115000472,2026/01/03,2,8,12,16,17,21,26,27,29,37,42,49,50,54,55,60,62,68,73,80
115000473,2026/01/03,1,4,5,8,14,17,19,21,24,26,27,35,36,43,45,48,51,53,70,79
115000474,2026/01/03,7,10,13,15,21,22,23,26,29,31,32,33,38,42,48,59,63,64,70,71
115000475,2026/01/03,2,5,8,16,19,26,28,34,37,41,48,52,54,58,65,66,73,74,75,79
115000476,2026/01/03,5,11,13,19,23,25,29,32,33,39,44,49,51,52,53,55,61,62,69,71
115000477,2026/01/03,5,9,12,16,17,18,22,33,46,54,59,61,62,63,67,71,72,74,77,80
115000478,2026/01/03,9,10,12,14,15,24,25,29,34,37,45,46,47,54,57,58,68,71,76,77
115000479,2026/01/03,7,10,23,24,26,27,28,30,33,36,41,46,56,57,63,64,66,68,75,78
115000480,2026/01/03,5,6,12,14,20,25,29,33,34,35,37,41,46,48,55,59,63,64,75,79
115000481,2026/01/03,4,5,16,20,36,39,42,44,45,48,52,54,55,57,60,61,66,74,78,80
115000482,2026/01/03,5,6,11,17,19,20,27,31,32,33,36,37,51,54,62,65,73,74,77,79
115000483,2026/01/03,2,6,9,10,11,12,16,21,26,40,42,48,54,57,59,62,64,70,73,78
115000484,2026/01/03,1,5,11,12,14,17,20,21,24,28,30,34,41,47,53,61,66,70,78,80
115000485,2026/01/03,4,6,8,10,12,15,21,26,31,33,37,48,51,56,57,62,64,65,66,72
115000486,2026/01/03,7,13,14,15,16,18,21,23,24,26,31,34,37,41,45,63,67,73,78,80
115000487,2026/01/03,2,3,8,17,20,21,23,27,29,35,41,43,47,50,53,54,56,68,74,76
115000488,2026/01/03,1,6,10,12,14,20,23,32,33,35,36,39,40,43,44,57,60,64,75,77
115000489,2026/01/03,1,10,18,19,23,25,32,39,43,48,49,52,54,55,57,59,62,66,77,80
115000490,2026/01/03,3,5,7,13,14,15,18,22,23,29,34,38,42,49,57,58,60,63,68,80
115000491,2026/01/03,4,5,7,8,10,14,18,19,25,27,30,33,45,46,52,55,66,70,74,80
115000492,2026/01/03,1,3,6,15,22,28,30,31,36,37,39,40,41,54,56,58,61,64,65,79
115000493,2026/01/03,4,5,6,7,11,13,27,33,34,35,36,37,41,42,46,47,58,65,71,75
115000494,2026/01/03,12,19,20,27,29,33,38,45,47,53,57,60,64,65,66,68,74,75,78,79
115000495,2026/01/03,1,5,7,16,17,20,21,24,29,35,39,48,52,58,59,60,61,63,65,73
115000496,2026/01/03,1,2,7,9,19,24,26,29,33,36,43,46,59,61,67,69,71,72,74,79
115000497,2026/01/03,1,3,5,7,11,13,23,26,27,32,33,46,49,50,56,59,65,67,76,80
115000498,2026/01/03,3,4,11,17,21,28,35,37,43,44,47,48,51,53,54,57,64,67,68,78
115000499,2026/01/03,6,8,11,13,14,17,21,24,25,35,44,47,48,50,58,60,62,65,71,77
115000500,2026/01/03,2,16,20,21,23,24,32,44,45,50,55,58,59,66,68,70,71,72,76,80
115000501,2026/01/03,1,2,17,24,26,36,40,47,52,55,58,60,63,64,65,67,69,77,79,80
115000502,2026/01/03,3,6,8,17,19,21,30,31,35,40,49,51,52,53,56,57,58,62,77,78
115000503,2026/01/03,3,4,10,11,16,19,20,25,33,34,40,44,50,54,57,59,62,63,73,76
115000504,2026/01/03,1,2,5,6,9,13,20,22,27,32,37,40,45,51,52,54,57,63,64,71
115000505,2026/01/03,1,3,4,9,24,25,27,34,36,42,50,52,54,55,64,68,70,74,78,80
115000506,2026/01/03,1,3,12,19,23,24,33,36,37,42,53,55,61,62,63,64,71,72,73,80
115000507,2026/01/03,1,3,4,6,10,15,23,28,35,37,39,40,41,42,49,50,58,74,75,80
115000508,2026/01/03,3,6,8,10,12,21,22,28,35,42,45,49,53,58,60,62,65,67,77,79
115000509,2026/01/03,6,7,10,12,26,32,33,42,49,52,54,60,62,65,66,68,73,75,76,77
115000510,2026/01/03,1,2,6,15,17,23,24,33,35,37,52,56,58,63,65,69,70,73,77,78
115000511,2026/01/03,2,3,10,27,28,30,31,36,40,42,45,48,53,60,61,63,64,66,72,78
115000512,2026/01/03,13,16,17,25,31,32,33,36,44,51,52,57,58,62,63,65,68,70,77,78
115000513,2026/01/03,2,10,11,14,16,26,27,30,31,36,43,47,54,57,64,65,66,68,71,78
115000514,2026/01/03,1,5,6,7,8,11,24,28,30,32,41,44,46,55,57,58,63,72,77,80
115000515,2026/01/03,3,5,7,14,17,19,22,27,33,38,42,49,50,51,59,61,65,66,69,71
115000516,2026/01/03,8,27,31,35,36,39,43,47,51,55,57,59,64,66,69,70,72,74,75,80
115000517,2026/01/03,2,3,5,7,10,11,21,24,25,26,32,34,36,38,46,53,57,76,77,80
115000518,2026/01/03,1,11,12,16,19,23,28,30,39,40,41,44,56,61,64,66,67,72,75,76
115000519,2026/01/03,3,8,9,17,20,21,24,30,43,44,45,47,49,51,54,57,58,68,70,79
115000520,2026/01/03,6,8,11,12,13,17,25,26,41,44,47,50,53,55,58,61,66,67,69,75
115000521,2026/01/03,1,2,5,10,15,16,24,27,30,39,40,45,48,51,52,55,57,76,79,80
115000522,2026/01/03,5,8,15,18,23,26,29,31,32,37,43,51,55,56,66,67,69,70,73,75
115000523,2026/01/03,1,2,13,16,18,19,24,26,29,36,38,39,46,49,52,68,70,72,74,75
115000524,2026/01/03,2,3,5,6,9,15,22,25,28,29,30,45,46,55,57,58,63,67,69,77
115000525,2026/01/03,1,6,11,12,15,20,21,26,27,30,33,57,59,61,62,64,68,70,74,78
115000526,2026/01/03,1,3,7,10,18,20,23,25,34,41,49,50,58,59,66,67,70,73,76,80
115000527,2026/01/03,3,4,15,16,18,28,33,37,39,44,52,55,57,58,59,67,71,74,76,80
115000528,2026/01/03,16,19,20,21,24,25,35,39,41,42,52,53,56,69,71,72,73,74,77,80
115000529,2026/01/03,9,16,22,26,30,34,36,37,47,48,49,52,53,55,57,68,69,71,72,80
115000530,2026/01/03,5,6,12,23,29,34,36,37,43,45,47,50,53,55,57,59,62,69,76,77
115000531,2026/01/03,2,5,7,10,29,31,32,37,38,40,43,46,48,51,56,64,65,72,76,78
115000532,2026/01/03,6,7,18,19,20,21,23,24,27,28,36,44,50,53,57,64,67,74,78,79
115000533,2026/01/03,2,10,13,26,33,34,35,36,40,46,54,58,60,61,64,65,68,72,74,78
115000534,2026/01/03,4,8,12,24,25,29,30,31,34,39,43,44,54,57,58,59,61,64,68,78
115000535,2026/01/03,6,8,11,15,16,17,19,24,30,33,37,39,51,52,60,62,69,72,75,76
115000536,2026/01/03,10,11,17,27,29,34,36,43,49,53,57,60,64,65,66,69,72,75,77,79
115000537,2026/01/03,2,3,6,8,18,19,29,31,35,38,43,46,47,48,55,65,66,74,76,78
115000538,2026/01/03,6,11,12,13,17,20,24,30,33,34,51,54,59,62,64,65,67,72,74,78
115000539,2026/01/03,5,7,11,21,24,27,43,47,49,51,53,54,55,59,62,67,68,71,73,76
115000540,2026/01/03,4,5,7,8,10,13,17,18,20,26,28,30,32,36,37,46,49,53,61,70
